Consequent	Antecedent 	Support %	Confidence %
ItemID_154	student_group_F0 and hour_21	2.190008892476713	9.820014398848093
ItemID_146	student_group_H1 and hour_20	0.268035645587503	9.76470588235294
ItemID_169	hour_18 and student_group_F1	0.303983955701591	9.751037344398341
ItemID_154	student_group_F5 and hour_21	0.353176380068239	9.732142857142858
ItemID_108	student_group_B1 and hour_22	0.081041365783515	9.72762645914397
ItemID_146	student_group_P3 and hour_20	0.009775417662603	9.67741935483871
ItemID_154	student_group_P3 and hour_20	0.009775417662603	9.67741935483871
ItemID_154	student_group_F6 and hour_22	0.065274563101898	9.66183574879227
ItemID_154	student_group_F5 and hour_22	0.432010393476328	9.635036496350365
ItemID_128	student_group_F3	26.591974066762948	9.621838276275065
ItemID_154	student_group_F1	10.941845724989122	9.585290642381624
ItemID_128	hour_1 and student_group_F3	1.311482647056969	9.569608078865112
ItemID_151	student_group_F1 and hour_0	2.216812457035462	9.559032716927454
ItemID_154	student_group_H1 and hour_22	0.334256216850297	9.528301886792454
ItemID_123	hour_16 and student_group_F0	0.006622057126279	9.523809523809524
ItemID_128	hour_21 and student_group_F4	2.184963515618595	9.481887718285467
ItemID_188	hour_17 and student_group_F1	0.832171845535787	9.473285335354301
ItemID_51	hour_16 and student_group_B1	0.040047678811309	9.448818897637794
ItemID_128	hour_1 and student_group_F4	0.95830626698873	9.378084896347483
ItemID_154	student_group_F4 and hour_23	3.6244726004503	9.239603271271967
ItemID_128	student_group_F6 and hour_22	0.065274563101898	9.178743961352657
ItemID_134	student_group_H1 and hour_0	0.375880575929768	9.144295302013424
ItemID_154	student_group_H1 and hour_0	0.375880575929768	9.144295302013424
ItemID_154	student_group_D1	0.069058595745486	9.1324200913242
ItemID_154	student_group_B1 and hour_17	0.041624359079471	9.090909090909092
ItemID_22	student_group_H2 and hour_18	0.010406089769868	9.090909090909092
ItemID_25	student_group_H2 and hour_18	0.010406089769868	9.090909090909092
ItemID_123	student_group_H2 and hour_18	0.010406089769868	9.090909090909092
ItemID_107	student_group_H2 and hour_18	0.010406089769868	9.090909090909092
ItemID_169	hour_18 and student_group_F3	0.624680722245697	9.086320040383644
ItemID_151	student_group_F2	28.361009327640467	8.994985490165556
ItemID_148	student_group_F6 and hour_20	0.070319939960015	8.968609865470851
ItemID_151	hour_22 and student_group_F2	5.09141592194802	8.968165489904619
ItemID_128	student_group_H1 and hour_22	0.334256216850297	8.962264150943396
ItemID_151	student_group_F4 and hour_22	2.878387497556146	8.928571428571429
ItemID_128	student_group_F5 and hour_0	0.50327634159724	8.897243107769423
ItemID_154	student_group_B1 and hour_18	0.046354399883956	8.843537414965986
ItemID_130	student_group_F0	10.474202357452336	8.79997591522158
